"claim_id","source_path","source_lines","section","atomic_claim","claim_class","domain","stated_maturity_or_target_version","normativity","expected_evidence","corroborating_or_related_sources","potential_conflict_or_drift","review_risk","initial_notes"
"CQL-WP-342405BFA6BF","WHITEPAPER.md","2585","43. Conclusion","Process intelligence functions bring process mining capabilities directly into the query language, enabling process-aware contexts that combine event-driven insights with traditional business rules.","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-91791CFEC0C1","WHITEPAPER.md","2585","43. Conclusion","Federation via MCP and REMOTE protocols extends context composition beyond organizational boundaries without requiring ETL.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-2F54356C7703","WHITEPAPER.md","2587","43. Conclusion","The developer experience, from a 7-line first query to full LSP integration, ensures that the power of the language is accessible to practitioners.","interface-contract","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","docs/LANGUAGE_SERVER_SPEC.md:24-158; README.md:318-326","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-E7665FC969E0","WHITEPAPER.md","2587","43. Conclusion","The security model -- from privilege-based access control through classification propagation to hash-chained audit logs -- ensures that ContextQL is production-ready for regulated industries.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-A407A2A78AAF","WHITEPAPER.md","2589","43. Conclusion","By combining SQL compatibility, process intelligence, retrieval-style ranking, federated composition, and context lifecycle management, ContextQL provides a context resolution layer capable of federating situational truth across systems, identities, and organizational boundaries — answering the most important operational question:","architecture","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md; SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-355A3E1392FA","WHITEPAPER.md","2597","Appendix A: Technical Glossary","Each definition explains what the term means *in the context of ContextQL*.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-C8F4D3E8B20C","WHITEPAPER.md","2597","Appendix A: Technical Glossary","This glossary defines technical terms used throughout the whitepaper that assume domain-specific knowledge.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-D07D90CAFFEF","WHITEPAPER.md","2597","Appendix A: Technical Glossary","Definitions are written for a software engineer with general experience but no specialist background in process mining, database internals, formal methods, security, or information retrieval.","design-claim","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-6F215D301788","WHITEPAPER.md","2601","Appendix A: Technical Glossary","ContextQL references ABAC as a complementary model to its role-based privilege system. *(Section 25)","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-C2DF2F993267","WHITEPAPER.md","2601","Appendix A: Technical Glossary","ABAC (Attribute-Based Access Control) -- An access control model where permissions are granted based on attributes of the user, the resource, and the environment, rather than on fixed roles.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-3BFDF5C5A773","WHITEPAPER.md","2603","Appendix A: Technical Glossary","In ContextQL, Arrow provides the in-memory data representation for query results (as RecordBatch streams) and serves as the warm-tier storage format via Arrow IPC files. *(Section 3.3)","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-D93DFE936970","WHITEPAPER.md","2603","Appendix A: Technical Glossary","Apache Arrow -- An open-standard columnar memory format for flat and hierarchical data.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-3A691C5F1E56","WHITEPAPER.md","2605","Appendix A: Technical Glossary","ContextQL uses Arrow Flight for zero-copy streaming of large result sets between the server and clients. *(Section 37.2)","interface-contract","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","README.md:102-263,303-326; docs/TOOLING.md:25-209","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-C969E563E014","WHITEPAPER.md","2605","Appendix A: Technical Glossary","Arrow Flight -- A high-performance data transport protocol built on gRPC and Apache Arrow.","performance-target","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-029C07346DD0","WHITEPAPER.md","2607","Appendix A: Technical Glossary","AST (Abstract Syntax Tree) -- A tree-shaped data structure that represents the grammatical structure of a parsed query.","language-surface","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-8191A75F3B56","WHITEPAPER.md","2607","Appendix A: Technical Glossary","In ContextQL, the parser converts query text into an AST, which is then annotated with type and context information during semantic analysis. *(Section 15.1)","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:132-138; DECISIONS.md:110-123","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-081B7B548127","WHITEPAPER.md","2609","Appendix A: Technical Glossary","In ContextQL, this is the core mechanism for filtering table rows against context membership, running at O(1) per entity. *(Section 16.1)","performance-target","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-8AD7BFC95CBE","WHITEPAPER.md","2609","Appendix A: Technical Glossary","Bitmap probe -- A lookup operation that checks whether a specific entity ID exists in a roaring bitmap.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-7B7F0F41D31A","WHITEPAPER.md","2611","Appendix A: Technical Glossary","CDC (Change Data Capture) -- A technique for detecting and capturing changes made to a data source so that downstream systems can react.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-B63E09B76E15","WHITEPAPER.md","2611","Appendix A: Technical Glossary","ContextQL uses CDC as a scheduling trigger: when the source table changes, the dependent context is automatically refreshed. *(Section 21.1)","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-07EA1DBA1A3B","WHITEPAPER.md","2613","Appendix A: Technical Glossary","When an external service (such as an MCP provider) fails repeatedly, the circuit breaker ""opens"" and stops sending requests for a cooldown period, preventing cascading failures.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-21750319D49F","WHITEPAPER.md","2613","Appendix A: Technical Glossary","Circuit breaker -- A fault-tolerance pattern borrowed from electrical engineering.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-6F0DEA036D3D","WHITEPAPER.md","2613","Appendix A: Technical Glossary","ContextQL applies this to all federated provider calls. *(Section 22.1)","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-34AD3AD6AD35","WHITEPAPER.md","2615","Appendix A: Technical Glossary","Columnar execution -- A data processing approach where values for each column are stored and processed together, rather than row by row.","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-A6E95FC07738","WHITEPAPER.md","2615","Appendix A: Technical Glossary","ContextQL targets columnar engines like DuckDB and Polars. *(Section 3.3)","design-claim","execution-optimization","architecture claim; maturity not stated locally","aspirational","execution implementation, plan inspection, correctness tests, and relevant benchmark","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-F29D0E1D73FF","WHITEPAPER.md","2615","Appendix A: Technical Glossary","This enables efficient compression and CPU cache utilization.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-1A1720C2DA25","WHITEPAPER.md","2617","Appendix A: Technical Glossary","In ContextQL, the CONFORMS_TO function performs this comparison. *(Section 14)","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-9B61638B61A5","WHITEPAPER.md","2617","Appendix A: Technical Glossary","Conformance checking -- The process of comparing an observed sequence of activities (a case's actual process) against a reference process model to identify deviations.","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-0B8CF49E4132","WHITEPAPER.md","2619","Appendix A: Technical Glossary","A context is a named, reusable definition of a business situation (e.g., ""late invoices"" or ""high-risk suppliers"") that resolves to a set of entity IDs with optional scores.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-A8888FC3563B","WHITEPAPER.md","2619","Appendix A: Technical Glossary","Context -- The central abstraction in ContextQL.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-D711866E0A07","WHITEPAPER.md","2619","Appendix A: Technical Glossary","Contexts are defined once and can be composed, ranked, and governed through a managed lifecycle. *(Section 4.3)","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-045E07E33EE3","WHITEPAPER.md","2621","Appendix A: Technical Glossary","Each operation has defined rules for how entity membership and scores are computed. *(Section 6)","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-B4283AC80558","WHITEPAPER.md","2621","Appendix A: Technical Glossary","Context algebra -- The formal set of operations for combining contexts: union (OR), intersection (AND), negation (NOT), weighted composition, and conditional chaining (THEN).","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:132-138; DECISIONS.md:110-123","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-92EFCAF1F7F0","WHITEPAPER.md","2623","Appendix A: Technical Glossary","Context Ops (Context Operations) -- The operational subsystem of ContextQL responsible for computing, caching, scheduling, refreshing, and governing contexts throughout their lifecycle.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-D71BB7D52680","WHITEPAPER.md","2623","Appendix A: Technical Glossary","Context Ops manages the 9-state lifecycle, dependency resolution, incremental maintenance, and resource governance. *(Section 19)","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","The executable catalog currently stores free-form string states (including active/draft) rather than a canonical nine-state type; SPEC.md does not enumerate this state machine.","high","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-2E313A860CA2","WHITEPAPER.md","2625","Appendix A: Technical Glossary","Context score -- A numeric value (DOUBLE PRECISION, typically in the range 0.0 to 1.0) that quantifies how strongly an entity belongs to a context.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-6B940694561E","WHITEPAPER.md","2625","Appendix A: Technical Glossary","Scores enable ranking entities by urgency or relevance.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-6F05B994610F","WHITEPAPER.md","2625","Appendix A: Technical Glossary","A context without an explicit score assigns 1.0 to all members. *(Section 4.4)","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-C395129A5269","WHITEPAPER.md","2627","Appendix A: Technical Glossary","Context window -- A performance optimization that limits the number of candidate entities before ranking and projection.","performance-target","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-EF1BAFF79BC6","WHITEPAPER.md","2627","Appendix A: Technical Glossary","If the context membership set is very large, windowing truncates it to the top-scoring entities before applying further query logic. *(Section 10)","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-07338F7A2D00","WHITEPAPER.md","2629","Appendix A: Technical Glossary","In ContextQL, context dependencies form a DAG: context B can depend on context A, but circular dependencies are forbidden.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-638E868815C1","WHITEPAPER.md","2629","Appendix A: Technical Glossary","Refresh and evaluation follow the DAG's topological order. *(Section 7.7)","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-6A633F5597C9","WHITEPAPER.md","2629","Appendix A: Technical Glossary","DAG (Directed Acyclic Graph) -- A graph structure where edges have a direction and no cycles exist.","interface-contract","developer-platform","architecture claim; maturity not stated locally","descriptive assertion","public interface implementation, protocol/API tests, and user-facing example","README.md:102-263,303-326; docs/TOOLING.md:25-209","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-0D14EA38DF62","WHITEPAPER.md","2631","Appendix A: Technical Glossary","Damerau-Levenshtein distance -- A metric that measures the minimum number of insertions, deletions, substitutions, and transpositions needed to transform one string into another.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-F24C929DB760","WHITEPAPER.md","2631","Appendix A: Technical Glossary","Referenced in the context of deviation scoring for conformance checking. *(Section 14.3)","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-1EB9FC4F490B","WHITEPAPER.md","2633","Appendix A: Technical Glossary","ContextQL's classification and audit mechanisms support organizations conducting DPIAs for context-bearing workloads. *(Section 28)","design-claim","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-3D085782E870","WHITEPAPER.md","2633","Appendix A: Technical Glossary","DPIA (Data Protection Impact Assessment) -- A process required by GDPR (Article 35) to identify and minimize data protection risks of a project.","requirement","security-governance","architecture claim; maturity not stated locally","normative","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-12C2BEB49FC1","WHITEPAPER.md","2635","Appendix A: Technical Glossary","EBNF (Extended Backus-Naur Form) -- A notation for formally specifying the grammar of a language.","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-95325AAF2949","WHITEPAPER.md","2635","Appendix A: Technical Glossary","ContextQL's grammar was originally written in EBNF; the canonical grammar is now in Lark format at grammar/contextql.lark, covering context statements, event log declarations, and query constructs. *(Section 40)","language-surface","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-63707242D176","WHITEPAPER.md","2637","Appendix A: Technical Glossary","Stored physically as a roaring bitmap in the hot tier.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-6D74595C9DE6","WHITEPAPER.md","2637","Appendix A: Technical Glossary","Entity set -- The set of entity IDs that belong to a context after evaluation.","behavior-semantics","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-EFF28C340213","WHITEPAPER.md","2637","Appendix A: Technical Glossary","Set operations (union, intersection, difference) on entity sets correspond directly to the context algebra. *(Section 5.2.2)","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-2669F17A2BBC","WHITEPAPER.md","2639","Appendix A: Technical Glossary","Event log -- A table of timestamped activity records, where each row records that a specific activity happened for a specific case at a specific time.","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-BB5E82C7FCCB","WHITEPAPER.md","2639","Appendix A: Technical Glossary","Declared via CREATE EVENT LOG, event logs provide the data foundation for all process intelligence functions. *(Section 11)","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-6681D2380F58","WHITEPAPER.md","2641","Appendix A: Technical Glossary","Hash chain -- A sequence of records where each record contains a cryptographic hash of the previous record, forming a tamper-evident chain.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-D6C0EC26B0FF","WHITEPAPER.md","2641","Appendix A: Technical Glossary","ContextQL uses hash chains in its audit log so that any modification or deletion of a record is detectable. *(Section 27.2)","design-claim","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-11D0F7BCE611","WHITEPAPER.md","2643","Appendix A: Technical Glossary","Hot storage holds compressed roaring bitmaps in memory for sub-millisecond access.","performance-target","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-36D8A4BB604F","WHITEPAPER.md","2643","Appendix A: Technical Glossary","Cold storage holds Parquet files for historical snapshots with unbounded retention.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-76C1A598F67C","WHITEPAPER.md","2643","Appendix A: Technical Glossary","Hot/warm/cold storage -- ContextQL's three-tier physical storage model.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-785A52AA26C2","WHITEPAPER.md","2643","Appendix A: Technical Glossary","Warm storage holds Apache Arrow IPC files with entity IDs and scores for larger datasets.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-DA953DDE0CBF","WHITEPAPER.md","2643","Appendix A: Technical Glossary","Contexts are promoted and demoted between tiers based on access frequency. *(Section 18.1)","architecture","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-461718FD1A23","WHITEPAPER.md","2645","Appendix A: Technical Glossary","Identity resolution -- The process of determining that records from different systems refer to the same real-world entity.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-5592BF0BAA46","WHITEPAPER.md","2645","Appendix A: Technical Glossary","In ContextQL's federated mode, the entity identity map links system-specific keys (e.g., erp:CUST-1001 and jira:ORG-ACME) to a single canonical global key with confidence scores. *(Section 23.2)","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-22AEF093436A","WHITEPAPER.md","2647","Appendix A: Technical Glossary","Introselect -- A selection algorithm that finds the k-th smallest (or largest) element in an unsorted array in O(n) time without fully sorting the data.","performance-target","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-A8291ECD88E4","WHITEPAPER.md","2647","Appendix A: Technical Glossary","ContextQL uses introselect for the ContextWindow operator to efficiently truncate large entity sets to the top-k by score. *(Section 16.6)","architecture","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-53D0FAE76C0D","WHITEPAPER.md","2649","Appendix A: Technical Glossary","Left-associative -- A property of an operator that determines grouping when the operator appears multiple times in sequence.","architecture","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-FC89022F2A68","WHITEPAPER.md","2649","Appendix A: Technical Glossary","A THEN B THEN C is left-associative, meaning it groups as (A THEN B) THEN C: the first two operands are combined first, then the result is combined with the third. *(Section 6.6)","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:132-138; DECISIONS.md:110-123","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
